成品代號,成品名稱
721AR006,(外)(皇后牌)荔枝椰果1200gX6桶入
721AR007,(外)(皇后牌)荔枝椰果280g X 30包入
721AR011,(外)Meadows荔枝味迷你果凍950gX6桶
721AR013,(綠山)荔枝椰果果凍1000gX6入圓桶
721AR014,(外)Fun Club果凍椰果-荔枝3kgX4包
721AT005,(外)Fun Club果凍椰果-芒果1220gX6桶
721AT008,(外)Fun Club果凍椰果-芒果1320gX6桶
721AT021,(外)Meadows芒果味迷你果凍950gX6桶
721AU003,(外)Fun Club果凍椰果-綜合1220gX6桶
721AU005,(外)Fun Club果凍椰果-綜合 280g X 30包入
721AU006,(外)Fun Club果凍椰果-綜合 1320g X 6桶入
721AU030,(綠山)綜合椰果果凍1000gX6入圓桶
721CDUS006,(TKM)布丁犬-布丁果凍(USA版)(大陸版)306gX20包
721CDUS007,(TKM)布丁犬-布丁果凍(USA版)(簡體杯膜)306gX20包
721CDUS008,(TKM)布丁犬-布丁果凍(USA版)306gX10包
723AA001,(華元)如果蒟蒻椰果果凍-草莓6kg/箱
723AR001,(華元)如果蒟蒻椰果果凍-荔枝6kg/箱
723AR003,(華元)如果蒟蒻椰果果凍-荔枝330gX20包
723AU002,(華元)如果蒟蒻椰果果凍-綜合500gX10包
723AY001,(華元)如果蒟蒻椰果果凍-葡萄6kg/箱
723AZ001,(華元)如果蒟蒻椰果果凍-鳳梨6kg/箱
723BJ001,(華元)如果蒟蒻椰果果凍-青蘋果6kg/箱
801AR037,(外)果凍椰果-荔枝 1500g X 6桶入
801AR038,(外)果凍椰果-荔枝 280g X 30包入
801AR046,(外)果凍椰果-荔枝(法文標籤)280gX30包
801AU101,(外)果凍椰果-綜合 1500g X 6桶入
801AU102,(外)果凍椰果-綜合 280g X 30包入
801AU114,(外)果凍椰果-綜合(法文標籤)280gX30包
814AU005,(外)NC優酪果園-綜合 1260g X 6入企鵝桶
814AU006,(外)優酪果園-綜合 1260g X 6入企鵝桶
814AU033,(外)優酪果園-綜合 1085g X 6桶入
814AU067,(外)NC優酪果園-綜合(美國COSTCO)1575gX6桶(四角桶)
814AU074,(外)優酪果園-綜合330g(33gX10杯)X10包
814AU075,(外)NC優酪果園-綜合330g(33gX10杯)X30包
814AU077,(外)優酪果園-綜合(麥德好版)1085gX6桶
814AU079,(外)優酪果園-綜合(大陸繁體外袋+簡體杯膜)330gX10包
816AR002,(外)珍珠吉果-荔枝 1320g X 6入八角桶
816AR007,(外)NC珍珠吉果-荔枝 1320g X 6桶入(條碼4)
816AR010,(外)珍珠吉果-荔枝 280g X 30包入
816AT009,(外)NC珍珠吉果-芒果 1320g X 6桶入(條碼4)
816AU007,(外)珍珠吉果-綜合 1320g X 6入八角桶
816AU022,(外)NC珍珠吉果-綜合 280g X 30包入
816AU023,(外)NC珍珠吉果-綜合 1320g X 6桶入(條碼4)
816AU030,"(外)NC纖維椰果凍-綜合(澳洲Costco,Summer版)1490gX6四角桶"
821AR001,(外)V蒟蒻椰果-荔枝6kg/箱
821AR002,(外)V蒟蒻椰果-荔枝400gX10包
821AR014,(外)蒟蒻椰果-荔枝1000gX10包
821AR015,(外)蒟蒻椰果-荔枝420gX10包
821AR017,(外)蒟蒻椰果-荔枝(香港版)400gX10包
821AR018,(外)蒟蒻椰果-荔枝(3歲簡體杯膜)400gX10包
821ARCA002,(外)果凍椰果-荔枝(柴先生版)1500gX6桶
821AT003,(外)TRIKO高纖蒟蒻果凍-芒果316gX10包
821AT009,(外)TRIKO高纖蒟蒻果凍-芒果6kg/箱(替代箱)
821AT009A,(外)TRIKO高纖果凍(無蒟蒻版)-芒果6kg/箱(替代箱)
821AT010,(外)V果凍椰果-芒果(柴先生版)1500gX6桶
821AT024,(外)果凍椰果-芒果(法文版)280gX30包
821AU002,(外)V蒟蒻椰果-綜合6kg/箱
821AU003,(外)V蒟蒻椰果-綜合400gX10包
821AU012,(外)V蒟蒻椰果-綜合1500gX6桶
821AU013,(外)蒟蒻椰果-綜合420gX10包
821AU035,(外)蒟蒻椰果-綜合1000gX10包
821AU036,(外)零卡果凍-綜合720gX10包
821AU043,(外)哆啦A夢果味果凍-綜合420gX10包
821AU051,(外)蒟蒻椰果-綜合(3歲簡體杯膜)400gX10包
821AUCA005,(外)果凍椰果-綜合(柴先生版)1500gX6桶
821AY002,(外)TRIKO高纖蒟蒻果凍-葡萄 316g X 10包入
821AY008,(外)TRIKO高纖蒟蒻果凍-葡萄6kg/箱(替代箱)
821AY008A,(外)TRIKO高纖果凍(無蒟蒻版)-葡萄6kg/箱(替代箱)
821BQ004,(外)TRIKO高纖蒟蒻果凍-蘋果316gX10包
821BQ005,(外)TRIKO高纖蒟蒻果凍-蘋果6kg/箱(替代箱)
821CE001,(外)TRIKO高纖蒟蒻果凍-白桃 316g X 10包入
821CE008,(外)TRIKO高纖蒟蒻果凍-白桃6kg/箱(替代箱)
821CE008A,(外)TRIKO高纖果凍(無蒟蒻版)-白桃6kg/箱(替代箱)
921AU050,(半)零卡果凍(綜合水果風味)750g/包(以包計)
126AA006,DR.Q草莓蒟蒻265gX10包
126AA010,(量)DR.Q草莓蒟蒻380gX10包
126AP001A,DR.Q優多綠茶蒟蒻210gX10包
126AR001,DR.Q荔枝蒟蒻265gX10包
126AR002,DR.Q荔枝蒟蒻190gX10包
126AT001,DR.Q芒果蒟蒻265gX10包
126AU007A,DR.Q雙味蒟蒻(葡萄+荔枝)(2023年版)420gX10包
126AU010,DR.Q雙味蒟蒻(葡萄+草莓)1860gX6桶
126AU013,DR.Q雙味蒟蒻(水蜜桃+白葡萄)420gX10包
126AU015,DR.Q雙味蒟蒻果凍(葡萄+荔枝)785gX12包
126AU025,DR.Q雙味蒟蒻(哈密瓜+蘋果)420gX10包
126AU027,DR.Q雙味蒟蒻(葡萄+荔枝)380gX10包
126AU029,DR.Q雙味蒟蒻-百香+荔枝1860gX6桶
126AU030,DR.Q雙味零卡蒟蒻(荔枝+芭樂風味)420gX10包
126AU032,DR.Q雙味蒟蒻(百香果+水蜜桃)190gX10包
126AU033,DR.Q雙味零卡蒟蒻(荔枝風味+芭樂風味)380gX10包
126AU034,DR.Q零卡蒟蒻(白桃+草莓)風味果凍420gX10包
126AW004A,DR.Q水蜜桃蒟蒻190gX10包
126AX002,DR.Q百香果蒟蒻265gX10包
126AY001,DR.Q葡萄蒟蒻265gX10包
126AY010,DR.Q葡萄蒟蒻190gX10包
126BV001,DR.Q蜂蜜梅子蒟蒻228gX10包
426AA001,DR.Q草莓蒟蒻6kg/箱(10台斤)
426AR001,DR.Q荔枝蒟蒻6kg/箱(10台斤)
426AR002,DR.Q荔枝蒟蒻(哆啦A夢版)3kgX2包
426AT001,DR.Q芒果蒟蒻6kg/箱(10台斤)
426AX001,DR.Q百香果蒟蒻6kg/箱(10台斤)
426AY001,DR.Q葡萄蒟蒻6kg/箱(10台斤)
426AY002,DR.Q麝香白葡萄蒟蒻6kg/箱(10台斤)
426AY003,DR.Q葡萄蒟蒻(哆啦A夢版)3kgX2包
426BQ001,DR.Q蘋果蒟蒻6kg/箱(10台斤)
826AA001,(外)DR.Q草莓蒟蒻265gX20包
826AA006,(外)DR.Q草莓蒟蒻265gX10包
826AR001,(外)DR.Q荔枝蒟蒻265gX10包
826AR002,(外)DR.Q荔枝蒟蒻265gX20包
826AR002A,(外)DR.Q荔枝蒟蒻(簡體版)265gX20包
826AR003,(外)DR.Q荔枝蒟蒻散裝(大陸簡體版)6kg/箱(3kgX2包)
826AR005,(外)DR.Q荔枝蒟蒻190gX10包
826AT001,(外)DR.Q芒果蒟蒻265gX10包
826AT002,(外)DR.Q芒果蒟蒻265gX20包
826AT002A,(外)DR.Q芒果蒟蒻(簡體版)265gX20包
826AT003,(外)DR.Q芒果蒟蒻散裝(大陸簡體版)6kg/箱(3kgX2包)
826AU009,(外)DR.Q雙味蒟蒻(葡萄+荔枝)(大陸Costco版)1860gX6桶
826AU013,(外)DR.Q雙味蒟蒻(水蜜桃+白葡萄)420gX10包
826AU025,(外)DR.Q雙味蒟蒻(哈密瓜+蘋果)420gX10包
826AW002,(外)DR.Q水蜜桃蒟蒻(繁體外袋+簡體內袋)210gX20包
826AW007,(外)DR.Q水蜜桃蒟蒻190gX10包
826AX001,(外)DR.Q百香果蒟蒻(大陸簡體版)3kgX2袋
826AX002,(外)DR.Q百香果蒟蒻(繁體外袋+簡體內袋)210gX20包
826AX005,(外)DR.Q百香果蒟蒻265gX10包
826AX006,(外)DR.Q百香果蒟蒻265gX20包
826AX006A,(外)DR.Q百香果蒟蒻(簡體版)265gX20包
826AY001,(外)DR.Q葡萄蒟蒻265gX10包
826AY002,(外)DR.Q葡萄蒟蒻265gX20包
826AY002A,(外)DR.Q葡萄蒟蒻(簡體版)265gX20包
826AY008,(外)DR.Q葡萄蒟蒻190gX10包
826BV001,(外)DR.Q蜂蜜梅子蒟蒻228gX10包
926AU002C,(半)DR.Q台酒蒟蒻果醋晶凍-荔枝+水蜜桃456g/包
926AU006A,(半)DR.Q水果蒟蒻果凍禮盒-葡萄265g/包
926AU006B,(半)DR.Q蒟蒻果凍禮盒-荔枝265g/包
926AU006D,(半)DR.Q蒟蒻果凍禮盒-百香果265g/包
926AU031B,(半)Dr.Q零卡蒟蒻-百香果930g/包(以包計)
926AU031D,(半)Dr.Q零卡蒟蒻-檸檬愛玉930g/包(以包計)
121AU048,哆啦A夢果凍桶-綜合265gX6桶
126AA005,SNOOPY造型桶草莓蒟蒻265gX6桶
126AA009,史努比造型桶草莓蒟蒻(橘色版)265gX6桶
126AR006,OPEN!造型存錢桶(荔枝蒟蒻)265gX6桶
126AY015,HelloKitty造型桶葡萄蒟蒻265gX6桶
126AY015A,HelloKitty造型桶葡萄蒟蒻(粉紅版)265gX6桶
701AU018,(TKM)哆啦A夢桶果汁果凍-綜合265gX8桶
701AU019,(TKM)哆啦A夢桶果汁果凍-綜合(伊藤版)265gX8桶
701AU020,(TKM)HelloKitty紅色造型桶果汁果凍-綜合265gX8桶
701AU021,(TKM)史努比造型桶果汁果凍-綜合265gX8桶
714AU003,(HELLO KITTY)水果布丁桶396gX6桶
814AU052,(外)TRIKO小熊果凍桶-優酪果園綜合(堡勝版)580gX6桶
814AU055,(外)TRIKO小熊果凍桶-優酪果園綜合(英文版)580gX6桶
814AU060,(外)TRIKO小熊維尼優酪果園布丁桶-綜合580gX6桶
814AU060A,(外)TRIKO小熊維尼優酪果園布丁桶-綜合(合式版)580gX6桶
814AU081A,(外)TRIKO粉紅小熊果凍桶優酪果園-綜合(英文版)580gX6桶
821AU047,(外)哆啦A夢果凍桶-綜合265gX6桶
821AU048,(外)哆啦A夢果凍桶-綜合(合式版)265gX6桶
826AU006,"DR.Q果汁果凍-綜合1440gX6桶(60g/小包,韓文Costco版)"
109AN027,黑金剛帶殼花生(有價格標)160gX10包
809AN010,(外)黑金剛帶殼花生160gX10包
109AN041,蒜茸落花生160gX10包
109AN045,黑金剛帶殼花生(原味)220gX12包
109AN046,蒜茸落花生190gX12包
113AU019,五福臨門-下酒菜(蔥蒜花生版)770gX4盒
121AU050,零卡小果凍禮盒-綜合水果風味1500gX6盒
126AU006A,DR.Q水果蒟蒻果凍禮盒-綜合(2023年版)1060gX6盒
126AU014,DR.Q蒟蒻果凍禮盒-綜合1325gX6盒
126AU031,DR.Q零卡蒟蒻(百香果+檸檬愛玉)風味果凍1860g/盒
127AU014A,霸果實綜合水果鮮果凍禮盒(2024年版)1800gX6盒
127AU015A,霸果實每日鮮果凍禮盒1800gX4盒
321CP001,(台酒)寒天果醋晶凍(梅子&金桔檸檬&葡萄)400gX4包
321CP002,(試吃品)台酒寒天果醋晶凍1026g/包(27gX38杯)
326AU001,台酒果醋口袋晶凍1368gX6盒
103AA009B,草莓夾心酥(2017年版)160gX12包
103AA010A,草莓夾心酥(2017年版)35gX20包
103AA011,多格脆(草莓風味)160gX12包
103AB012A,花生夾心酥175gX10包
103AB013B,花生夾心酥(2017年新版)400gX5包
103AB014B,花生夾心酥(2017年版)160gX12包
103AC003,檸檬夾心酥(2017年版)400gX5包
103AD012B,巧克力夾心酥(2017年版)160gX12包
103AD013A,巧克力夾心酥(2017年版)35gX20包
103AD016B,巧克力夾心酥(2017年新版)400gX5包
103AE012B,香芋夾心酥175gX10包
103AE013B,香芋夾心酥(2017年新版)400gX5包
303AB007A,(家)花生夾心酥(2021年版)400gX8包
303AC009A,(家)檸檬風味夾心酥(2021年版)400gX8包
303AD014A,(家)巧克力夾心酥(2021年版)400gX8包
303AE007A,(家)香芋夾心酥(2021年版)400gX8包
303AF007A,(家)藍莓風味夾心酥(2021年版)400gX8包
803AB003,(外)花生夾心酥400gX5包
803AB012,(外)花生夾心酥175gX10包
803AC002,(外)檸檬夾心酥(2017年版)400gX5包
803AD006,(外)巧克力夾心酥(2017年版)400gX5包
803AE003,(外)香芋夾心酥400gX5包
803AE014,(外)香芋夾心酥175gX10包
108AA005A,極濃草莓巧克酥115gX10包
108AB002A,花生巧克酥115gX10包
108AB003,濃厚花生巧克酥130gX10包
108AD004,黃金黑巧巧克酥120gX10包
108AH024,牛奶巧克酥115gX10包
108AJ032,濃厚雙餡巧克酥-榛果巧克力150gX10盒
108AU038,濃厚雙餡巧克酥-生奶油芋泥150gX10盒
108CZ002,(量)職人系X靜岡抹茶歐蕾巧克酥120gX10包
808AB002,(外)濃厚花生巧克酥130gX10包
808AD005,(外)黃金黑巧巧克酥120gX10包
903AE003,(半)酥餅總匯-香芋夾心酥(3夾2配方)
908AD001,(半)巧克力餅坊-巧克力可令酥
908AJ001,(半)糕餅舖禮盒-榛果巧克酥
908AJ003,(半)午茶禮盒-(真好禮)榛果巧克酥
908AU029A,(半)經典三重奏禮桶-濃厚芋頭牛奶巧克酥72g/盒(以盒計)
908AU029B,(半)經典三重奏禮桶-濃厚雙味巧克酥(花生+巧克力)72g/盒(以盒計)
908AU029C,(半)經典三重奏禮桶-濃厚榛果巧克酥75g/盒(以盒計)
908CR001,(半)巧克力餅坊-香草可令酥
918AU065F,(半)春之頌經典餅乾禮盒-花生牛奶雙色巧克酥(以kg計)
918AU068C,(半)極濃草莓巧克酥115g(以包計)
108AU037,濃厚雙餡巧克酥禮盒656gX6盒
908AU037A,(半)濃厚雙餡巧克酥禮盒-花生牛奶巧克酥168g/包(以包計)
908AU037B,(半)濃厚雙餡巧克酥禮盒-生奶油芋泥巧克酥168g/包(以包計)
910AK001,(半)甘草瓜子 (30kg/包)
910AK007,(半)甘草瓜子(蔗糖素 、30kg/包)
910AK006,(半)甘草瓜子(砂糖 、30kg/包)
910AL001,(半)醬油瓜子 (30kg/包)
910AL004,(半)醬油瓜子(蔗糖素、30kg/包)
911AN009,(半)南瓜子(糖精；20kg/包)
911AN010,(半)無糖精南瓜子(蔗糖素；20kg/包)
911AP009,(半)綠茶南瓜子未拌粉(AK糖；20kg/包)
911AP011,(半)綠茶南瓜子未拌粉(蔗糖素；20kg/包)
912AN007,(半)開心果-自然開(30kg/包)
912AN041,(半)KING開心果(30kg/包)
915AN013,(半)香瓜子(糖精；18kg/包)
915AN014,(半)無糖精香瓜子(蔗糖素；18kg/包)
915CJ002,(半)焦糖香瓜子(18kg/包)
915BS002,(半)桂圓紅棗香瓜子(18kg/包)
915BG002,(半)豐葵香瓜子-日月潭紅茶(18kg/包)
915AP002,(半)豐葵香瓜子-台灣烏龍茶(18kg/包)
915AN007AA,(半)海鹽香瓜子(未拌粉；18kg/包)
915CF001,(半)松露香瓜子(18kg/包)
915CJ005,(半)霸豐葵香瓜子-焦糖風味(18kg/包)
915CJ004,(半)霸豐葵阿嬤滷味香瓜子(18kg/包)
915AN016A,(半)霸豐葵海鹽香瓜子(未拌粉；18kg/包)
915AH001,(半)霸豐葵香瓜子-奶香風味(18kg/包)
911AP008,(半)綠茶南瓜子(AK糖；20kg/包)
911AP010,(半)綠茶南瓜子(蔗糖素；20kg/包)
915AN007A,(半)海鹽香瓜子(18kg/包)
915AN016,(半)霸豐葵海鹽香瓜子(18kg/包)
915AN012,(半)豐葵香瓜子-全天然原味(20kg/包)
909AN008,(半)無調味腰果(20kg/包)
909AN009,(半)無調味杏仁果(20kg/包)
909AN010,(半)無調味夏威夷豆(20kg/包)
909AN011,(半)無調味核桃仁(20kg/包)
909AN012,(半)無調味榛果(20kg/包)
909LB007A,(半)KING無調味腰果(20kg/包)
909LD002,(半)KING無調味夏威夷豆(20kg/包)
909LF025A,(半)無調味夏威夷豆全聯版(20kg/包)
909LF025B,(半)無調味腰果全聯版(20kg/包)
909LF036A,(半)KING無調味杏仁果(20kg/包)
909LF036B,(半)KING無調味核桃(20kg/包)
909LH002,(半)無調味胡桃(20kg/包)
911AN006A,(半)鹽烤南瓜籽仁20kg/包(未調味)
909AN002,(半)杏仁果(20kg/包;用調味粉調味)
909CU001,(半)KING杏仁條(20kg/包)
909LA001,(半)香蒜杏仁果(20kg/包:用調味粉調味)
909LA006,(半)楓糖杏仁果(20kg/包)
909LB001,(半)楓糖腰果(20kg/包)
909LB006,(半)調味腰果(20kg/包)
909LB010,(半)KING蜂蜜腰果(20kg/包)
909LF013A,(半)腰果-切達起司(20kg/包)
909LF013B,(半)杏仁果-切達起司(20kg/包)
909LF017AC,(半)蒜香腰果(20kg/包)
909LF017AD,(半)蒜香杏仁果(20kg/包)
909LF022A,(半)楓糖核桃仁(20kg/包)
909LH001,(半)楓糖蜜胡桃(20kg/包)
909LH004,(半)KING楓糖胡桃(20kg/包)
911AN006,(半)鹽烤南瓜籽仁20kg/包(已調味)
909AU045,(半)綜合纖果(20kg/包)
909AU046,(半)無調味綜合果(20kg/包)
909AU060,(半)每日堅果(20kg/包)
909AU081,(半)每日養身堅果(20kg/包)
909LD003,(半)KING夏威夷纖果(20kg/包)
909LF017A,(半)起司雙果(20kg/包)
909LF017AB,(半)蒜香雙果(20kg/包)
909LF017B,(半)楓糖雙果(20kg/包)
909LF019,(半)無調味綜合果整合版(20kg/包)
909LF025,(半)無調味綜合果全聯版(20kg/包)
909LF036,(半)KING無調味綜合堅果(20kg/包)
909LF048A,(半)蔓越莓夏豆(20kg/包)
909LF049A,(半)櫻桃腰果(20kg/包)
909LF001,(半)珍味四果(20kg/包)
909LF021,(半)薄鹽養生綜合果(20kg/包)
917AU001,(半)自然果園-綜合(葡萄乾+蔓越莓)
909CU002,(半)KING杏仁小魚(20kg/包)
909CU005,(半)7-11杏仁小魚-鯷(20kg/包)
109AU060,每日堅果禮盒400gX6盒
109AU064,每日堅果125gX10包
109AU066,每日堅果禮盒700gX6盒
109AU068,每日堅果禮盒700g/盒(收縮膜單盒裝)
109AU081,每日養身堅果125gX10包
109LA003,(走吧堅果)蒜香杏仁果266gX12盒
109LA003A,(走吧堅果)蒜香杏仁果隨手包38gX100包
109LB001,楓糖腰果35gX10包X12組
109LB004,(走吧堅果)楓糖腰果224gX12盒
109LB004A,(走吧堅果)楓糖腰果隨手包32gX100包
109LF001,珍味四果31gX10包X12組
109LF008,無調味綜合果禮盒700gX6盒
109LF021,薄鹽養生綜合果禮盒700gX6盒
109LF043,無調味綜合果禮盒(收縮膜單盒裝)700g/盒
109LF044,薄鹽養生綜合果禮盒(收縮膜單盒裝)700g/盒
109LF048,KING堅果隨手包-蔓越莓夏豆33gX10包X12組
109LF049,KING堅果隨手包-櫻桃腰果35gX10包X12組
409LF001A,薄鹽養生綜合果散裝25gX120包/箱
409LF002A,每日堅果散裝25gX120包/箱
409LF003A,無調味綜合果散裝25gX120包/箱
809AU042,(外)每日堅果125gX10包
113AN017,蒜片小魚干花生40gX10包X12組
113AN018,(走吧堅果)蒜片小魚乾花生210gX12盒
113AN018A,(走吧堅果)蒜片小魚乾花生隨手包30gX100包
309AU013,(納智捷)脆果集1.5kgX2包
309AU014,(源心)活力堅果25gX200包
317AU001A,(捐血中心)自然果園(葡萄乾+蔓越莓)16.3gX200小包
909AN004A,(半)杏仁果(新版;17.4g/小包;用於120g包裝;kg計)
909AN005,(半)腰果(17.4g/小包;用於120g包裝;kg計)
909AN006,(半)腰果(17.1g/小包;用於100g包裝;kg計)
909AN007,(半)杏仁果(17.1g/小包;用於100g包裝;kg計)
909AN043A,(半)椒麻花生(16.1g/小包;用於80g包裝;kg計)
909AU019A,(半)真好禮五福臨門堅果瓜子禮盒-黑瓜子(2012年版)100g/包
909AU019B,(半)真好禮五福臨門堅果瓜子禮盒-南瓜子(2012年版)90g/包
909AU019C,(半)真好禮五福臨門堅果瓜子禮盒-開心果(2012年版)100g/包
909AU019D,(半)真好禮五福臨門堅果瓜子禮盒-香瓜子(2012年版)80g/包
909AU019E,(半)真好禮五福臨門堅果瓜子禮盒-小魚干花生(2012年版)65g/包
909AU027A,(半)禮讚堅果禮盒-杏仁果90g/包
909AU027B,(半)禮讚堅果禮盒-腰果90g/包
909AU027C,(半)禮讚堅果禮盒-開心果90g/包
909AU027D,(半)禮讚堅果禮盒-杏仁小魚65g/包
909AU027E,(半)禮讚堅果禮盒-南瓜籽仁90g/包
909AU052A,(半)無調味堅果禮盒-腰果90g/包
909AU052AA,(半)無調味堅果禮盒-綜合果(2023年版)90g/包
909AU052B,(半)無調味堅果禮盒-杏仁果90g/包
909AU053B,(半)迎春納福綜合堅果禮盒-綜合纖果140g/包
909AU053BA,(半)迎春納福綜合堅果禮盒(2023年版)-綜合果140g/包
909CU004,(半)KING杏仁小魚(14.3g/小包;用於71g包裝;kg計)
909LB008A,(半)KING腰果(17.1g/小包;用於85g包裝;kg計)
909LD006,(半)KING夏威夷纖果(14.7g/小包;用於73g包裝;kg計)
909LF017AA,(半)活力雙果堅果禮盒(2022)-蒜香雙果85g/盒(以盒計)
909LF017D,(半)活力雙果堅果禮盒-起司雙果85g/盒(以盒計)
909LF017E,(半)活力雙果堅果禮盒-楓糖雙果85g/盒(以盒計)
909LF035A,(半)六合豐悅典藏堅果禮盒-蜜汁腰果70g/盒(以盒計)
909LF035B,(半)六合豐悅典藏堅果禮盒-杏仁果75g/盒(以盒計)
909LF035C,(半)六合豐悅典藏堅果禮盒-楓糖胡桃60g/盒(以盒計)
909LF035D,(半)六合豐悅典藏堅果禮盒-楓糖核桃65g/盒(以盒計)
909LF035E,(半)六合豐悅典藏堅果禮盒-夏威夷豆60g/盒(以盒計)
909LF035F,(半)六合豐悅典藏堅果禮盒-開心果70g/盒(以盒計)
909LF037A,(半)KING綜合果(15.5.g/小包;用於77g包裝;kg計)
909LF040A,(半)KING頂級堅果禮盒-KING杏仁小魚25g/包(以包計)
909LF040B,(半)KING頂級堅果禮盒-KING無調味綜合堅果25g/包(以包計)
909LF040C,(半)KING頂級堅果禮盒-KING無調味腰果25g/包(以包計)
909LF040D,(半)KING頂級堅果禮盒-KING開心果25g/包(以包計)
909LF040E,(半)KING頂級堅果禮盒-KING夏威夷纖果25g/包(以包計)
909LF040F,(半)KING頂級堅果禮盒-KING無調味夏威夷豆25g/包(以包計)
909LF046,(半)KING無調味綜合堅果(14.7g/小包;用於73g包裝;kg計)
909PE002,(半)蔥蒜花生(17.1g/小包;用於100g包裝;kg計)
909PF001,(半)薄鹽花生(16.8g/小包;用於100g包裝;kg計)
911AN008,(半)鹽烤南瓜籽仁(17.4g/小包;用於135g包裝;kg計)
911AN012,(半)南瓜籽仁(19.3g/小包;用於115g包裝;kg計)
912AN006,(半)開心果(17.1g/小包;用於100g包裝;以kg計)
912AN008A,(半)開心果(新版;17.4g/小包;用於120g包裝;kg計)
913AU020A,(半)花開富貴禮盒-每日養生堅果130g/包(以包計)
913AU020B,(半)花開富貴禮盒-杏仁小魚120g/包(以包計)
913DA002,(半)鹹蛋黃葵瓜子仁(18.4g/小包;用於110g包裝;kg計)
917AU002,(半)自然果園-綜合(葡+蔓;16.67g/小包;用於130g包裝;kg計)
109AN038A,無調味腰果230gX24罐
109AN039,無調味杏仁果280gX24罐
109AU061A,無調味綜合果(2019年版)210gX24罐
109AU062A,綜合纖果(2019年版)270gX24罐
109AU063A,莓好綜合果230gX24罐
109AU070,吉祥大三元(焦+南+開)950gX6桶
109AU071,大雙喜(焦+開)670gX6桶
109CU001,杏仁小魚175gX24罐
109CU002,KING杏仁小魚罐300gX6罐
109CU003,KING杏仁小魚罐(量販版)300gX8罐
109LB007,KING無調味腰果罐350gX6罐
109LB009,KING無調味腰果罐(量販版)350gX8罐
109LC001A,無調味榛果230gX24罐
109LD001,無調味夏威夷豆220gX24罐
109LD002,KING無調味夏威夷豆罐350gX6罐
109LD003,KING夏威夷纖果罐350gX6罐
109LD004,KING無調味夏威夷豆罐(量販版)350gX8罐
109LD005,KING無調味夏威夷纖果罐(量販版)350gX8罐
109LF004B,無調味綜合果(2023年版)460gX6桶
109LF005,綜合纖果580gX6桶
109LF025,TRIKO無調味綜合果930gX6桶
109LF026,TRIKO綜合纖果1115gX6桶
109LF033,NC活力綜合纖果1300gX6桶
109LF034,NC無調味綜合果1130gX6桶
109LF036,KING無調味綜合堅果罐320gX6罐
109LF039,KING無調味綜合堅果罐(量販版)320gX8罐
109LH004,KING楓糖胡桃罐270gX6罐
109LH005,KING楓糖胡桃罐(量販版)270gX8罐
110AK049,甘草瓜子(2024年版)600gX6桶
810AK041,(外)甘草瓜子(2023年版)650gX6桶
111AN032,南瓜子540gX6桶
811AN033,(外)南瓜子540gX6桶
112AN036A,開心果(2022年版)420gX6桶
112AN041,KING開心果罐300gX6罐
112AN042,KING開心果罐(量販版)300gX8罐
812AN023,(外)開心果(2022年版)420gX6桶
115AN006,豐葵香瓜子-全天然原味450gX6桶
115BS003,豐葵香瓜子-桂圓紅棗風味700gX6桶
115CJ008,豐葵香瓜子-焦糖風味730gX6桶
115CJ009,豐葵香瓜子-焦糖風味700gX6桶
815CJ004,(外)豐葵香瓜子-焦糖風味730gX6桶
909AU067AA,(半)堅果三重奏-莓好綜合果230g/罐
909AU067AB,(半)堅果三重奏-綜合纖果270g/罐
909AU067AC,(半)堅果三重奏-無調味綜合果210g/罐
909AU076A,(半)雙星報喜組-日月潭紅茶香瓜子400g/桶
909AU078A,(半)雙星報喜組-開心果420g/桶
909LF041A,(半)KING無調味綜合堅果罐320g
909LF041B,(半)KING夏威夷纖果罐350g
909LF042A,(半)KING杏仁小魚罐300g
109AU067A,堅果三重奏禮盒(2019年版)710gX6盒
109AU078,雙星報喜組(開心果+日月潭紅茶瓜子)(2022年版)820g/箱
108AU029,經典巧克酥三重奏禮桶433gX6桶
109AU019,真好禮五福臨門堅果瓜子禮盒435gX10盒(2012年版)
109AU027A,禮讚堅果禮盒(2021年版)425gX6盒
109AU052A,無調味堅果禮盒(2023年版)270gX6盒
109AU053B,迎春納福綜合堅果禮盒(2023年版)560gX6盒
109LF017A,活力雙果堅果禮盒(2023年版)255gX6盒
109LF035,六合豐悅典藏堅果禮盒400gX6盒
109LF040,KING頂級堅果禮盒600gX6盒
109LF041,盛香珍KING堅果罐組(無調味綜合果+夏威夷纖果)670g/箱
109LF042,盛香珍KING堅果罐組(無調味綜合果+杏仁小魚)620g/箱
113AU020,花開富貴禮盒(2024年版)500gX6盒
109AM004,蒜味蠶豆酥250gX10包
109AN016A,腰果120gX10包
109AN025B,杏仁果(新版)120gX10包
109AN026,腰果100gX10包
109AN031,杏仁果100gX10包
109AN033,無調味腰果150gX10包
109AN034,無調味腰果95gX10包
109AN035,無調味夏威夷豆80gX10包
109AN035B,無調味夏威夷豆50gX10包
109AN036,無調味核桃仁140gX10包
109AN037,無調味杏仁果95gX10包
109AN043A,椒麻花生80gX10包
109AN044,無調味核桃仁88gX10包
109AU051,綜合纖果120gX10包
109AU056,無調味綜合果90gX10包
109CU004,(量)KING杏仁小魚71gX10包
109CU005,KING杏仁小魚135gX10包
109LA005,(魷魚遊戲2)蒜味杏仁果142gX10包
